date,platform,campaign_type,campaign_id,channel,target_segment,objective,expected_uplift,country,impressions,clicks,CTR,ad_spend,conversions,ROAS,revenue,conversion_lift,click_to_conversion_rate
2024-06-24,Google Ads,Shopping,,,,,,UK,96575,4925,0.051,11820,181,0.62,7335.74,,0.036751269035532996
2024-06-24,Meta Ads,Shopping,,,,,,UAE,74859,1661,0.0222,2242.35,101,2.7,6046.11,,0.060806742925948225
2024-06-24,Google Ads,Shopping,,,,,,Germany,184030,5649,0.0307,12597.27,90,1.84,23192.98,,0.015932023366967606
2024-06-24,Google Ads,Search,,,,,,UK,117660,6388,0.0543,11562.28,331,1.49,17255.28,,0.051815904821540387
2024-06-25,TikTok Ads,Search,,,,,,UK,20185,878,0.0435,535.58,27,13.96,7476.28,,0.030751708428246014
2024-06-25,Google Ads,Display,,,,,,UAE,162454,4337,0.0267,6809.09,329,1.99,13568.06,,0.075858888632695409
2024-06-25,Google Ads,Video,,,,,,UK,132152,7572,0.0573,8632.08,552,13.4,115644.47,,0.072900158478605384
2024-06-25,TikTok Ads,Search,,,,,,India,86257,4597,0.0533,3815.51,301,21.2,80903.28,,0.065477485316510764
2024-06-25,Google Ads,Search,,,,,,UAE,88323,3965,0.0449,9357.4,95,0.89,8337.4,,0.023959646910466582
2024-06-26,TikTok Ads,Search,,,,,,USA,7889,416,0.0528,416,16,5.16,2147.95,,0.038461538461538464
2024-06-26,Google Ads,Shopping,,,,,,UK,143944,7873,0.0547,16612.03,513,3.97,65899.82,,0.065159405563317674
2024-06-26,Meta Ads,Video,,,,,,Germany,157955,2780,0.0176,1723.6,202,28.54,49191.36,,0.072661870503597126
2024-06-26,Meta Ads,Shopping,,,,,,USA,52940,1281,0.0242,1921.5,37,4.38,8409.06,,0.02888368462138954
2024-06-26,Google Ads,Video,,,,,,USA,30169,1523,0.0505,2193.12,34,3.78,8282.71,,0.022324359816152332
2024-06-26,TikTok Ads,Search,,,,,,Germany,131244,5604,0.0427,2129.52,229,30.78,65541.49,,0.040863668807994288
2024-06-26,Google Ads,Shopping,,,,,,USA,133588,6545,0.049,10995.6,241,3.13,34421.71,,0.036822001527883882
2024-06-27,Google Ads,Display,,,,,,UAE,36391,1684,0.0463,6045.56,18,0.81,4868.51,,0.010688836104513063
2024-06-27,Meta Ads,Search,,,,,,UK,115540,1686,0.0146,2663.88,87,7.64,20354.07,,0.051601423487544484
2024-06-27,Meta Ads,Search,,,,,,USA,49456,801,0.0162,1489.86,50,2.76,4108.2,,0.062421972534332085
2024-06-27,Meta Ads,Display,,,,,,UAE,140460,2753,0.0196,1404.03,87,13.36,18763.62,,0.031601888848528881
2024-06-27,Meta Ads,Video,,,,,,UK,117696,4531,0.0385,4938.79,325,3.9,19270.73,,0.071728095343191342
2024-06-27,Meta Ads,Shopping,,,,,,USA,198899,2923,0.0147,5758.31,95,0.65,3750,,0.03250085528566541
2024-06-27,TikTok Ads,Display,,,,,,USA,112392,4934,0.0439,8091.76,363,11.27,91221.43,,0.0735711390352655
2024-06-28,Google Ads,Video,,,,,,India,118415,6500,0.0549,11310,458,9.76,110383.15,,0.070461538461538464
2024-06-28,Google Ads,Search,,,,,,USA,78532,4735,0.0603,13352.7,310,3.43,45765.16,,0.065469904963041184
2024-06-28,Google Ads,Display,,,,,,Australia,188419,10231,0.0543,21996.65,754,6.09,134062.71,,0.073697585768742052
2024-06-28,Google Ads,Search,,,,,,UAE,83488,4049,0.0485,4656.35,45,0.45,2103,,0.01111385527290689
2024-06-28,Meta Ads,Display,,,,,,UK,169818,4992,0.0294,9484.8,146,2.83,26864.23,,0.029246794871794872
2024-06-28,Google Ads,Video,,,,,,UAE,134814,2804,0.0208,5355.64,195,8.71,46646.16,,0.0695435092724679
2024-06-28,Google Ads,Search,,,,,,UK,196883,10119,0.0514,14976.12,636,8.12,121588.49,,0.062852060480284619
2024-06-28,Meta Ads,Search,,,,,,USA,81759,1316,0.0161,1184.4,46,5.21,6171.89,,0.034954407294832825
2024-06-29,Meta Ads,Shopping,,,,,,Germany,147412,3670,0.0249,4293.9,162,9.02,38717.46,,0.044141689373297
2024-06-29,Google Ads,Display,,,,,,UK,146332,7184,0.0491,20115.2,366,2.03,40775.67,,0.050946547884187079
2024-06-29,Google Ads,Video,,,,,,UAE,93545,2974,0.0318,3449.84,58,1.24,4267.11,,0.019502353732347006
2024-06-29,Google Ads,Display,,,,,,USA,35346,1279,0.0362,3248.66,48,0.51,1649.56,,0.037529319781078971
2024-06-30,Google Ads,Shopping,,,,,,UAE,79681,2916,0.0366,6823.44,184,6.79,46327.26,,0.063100137174211243
2024-06-30,Google Ads,Display,,,,,,USA,83972,4903,0.0584,14218.7,341,2.57,36574.45,,0.069549255557821738
2024-06-30,Google Ads,Shopping,,,,,,Canada,72526,2146,0.0296,3347.76,168,7.72,25859.74,,0.0782851817334576
2024-06-30,Meta Ads,Video,,,,,,Germany,59131,1425,0.0241,1482,66,13.07,19372.57,,0.046315789473684213
2024-06-30,Google Ads,Display,,,,,,India,64757,3976,0.0614,5685.68,58,0.77,4380.33,,0.014587525150905433
2024-07-02,TikTok Ads,Shopping,,,,,,Canada,97254,3374,0.0347,5567.1,63,3.1,17255.15,,0.018672199170124481
2024-07-02,Google Ads,Display,,,,,,UAE,32428,603,0.0186,970.83,47,11.99,11645.06,,0.0779436152570481
2024-07-02,Google Ads,Display,,,,,,Germany,87481,4181,0.0478,12041.28,104,2.38,28643.42,,0.024874431954077972
2024-07-03,Google Ads,Shopping,,,,,,Canada,183428,4549,0.0248,9598.39,135,0.69,6604,,0.029676852055396791
2024-07-03,Google Ads,Display,,,,,,UK,46585,1504,0.0323,3308.8,85,4.04,13372.82,,0.056515957446808512
2024-07-03,Google Ads,Video,,,,,,Canada,82604,5146,0.0623,14820.48,75,0.81,11977.45,,0.014574426739214923
2024-07-03,TikTok Ads,Display,,,,,,USA,163328,4981,0.0305,6027.01,142,3.51,21158.33,,0.028508331660309173
2024-07-04,TikTok Ads,Search,,,,,,UAE,162826,7815,0.048,12816.6,120,1.05,13520.75,,0.015355086372360844
2024-07-04,Google Ads,Search,,,,,,USA,18877,545,0.0289,1744,26,3.43,5981,,0.047706422018348627
2024-07-04,Google Ads,Shopping,,,,,,Australia,126246,4203,0.0333,8616.15,290,3.71,31939.46,,0.0689983345229598
2024-07-04,Meta Ads,Shopping,,,,,,USA,185798,5889,0.0317,5300.1,400,7.8,41326.63,,0.067923246731193751
2024-07-04,Meta Ads,Display,,,,,,India,88698,1073,0.0121,987.16,43,5.8,5727.99,,0.040074557315936628
2024-07-04,TikTok Ads,Video,,,,,,India,21689,895,0.0413,850.25,22,5.58,4747.38,,0.024581005586592177
2024-07-05,Meta Ads,Shopping,,,,,,UK,42236,1013,0.024,1448.59,29,3.26,4720.08,,0.028627838104639685
2024-07-05,Google Ads,Search,,,,,,UK,6881,357,0.052,817.53,5,1.07,872.75,,0.014005602240896359
2024-07-05,TikTok Ads,Display,,,,,,UK,113190,3984,0.0352,5617.44,172,1.83,10269.39,,0.043172690763052211
2024-07-06,TikTok Ads,Display,,,,,,UK,89224,5255,0.0589,10457.45,336,9.05,94667.83,,0.063939105613701239
2024-07-06,TikTok Ads,Video,,,,,,Canada,187411,15667,0.0836,6736.81,996,7.69,51799.95,,0.0635731154656284
2024-07-06,Meta Ads,Shopping,,,,,,UK,80888,2070,0.0256,1531.8,71,12.8,19601.22,,0.034299516908212563
2024-07-06,TikTok Ads,Search,,,,,,UAE,70195,4239,0.0604,6019.38,234,6.44,38776.78,,0.055201698513800426
2024-07-06,Google Ads,Search,,,,,,Germany,103053,2607,0.0253,5709.33,194,6.92,39533.49,,0.0744150364403529
2024-07-06,Meta Ads,Display,,,,,,USA,194933,4054,0.0208,8229.62,197,1.21,9992.76,,0.048593981253083375
2024-07-06,TikTok Ads,Video,,,,,,Australia,95975,3848,0.0401,6849.44,66,0.91,6246.82,,0.017151767151767153
2024-07-07,Meta Ads,Shopping,,,,,,Australia,8608,100,0.0117,58,3,11.4,661.12,,0.03
2024-07-07,Meta Ads,Display,,,,,,Australia,67823,2075,0.0306,3797.25,26,1.08,4093.91,,0.01253012048192771
2024-07-07,Meta Ads,Display,,,,,,USA,74922,1333,0.0178,1759.56,95,9.76,17171.74,,0.071267816954238561
2024-07-07,Meta Ads,Display,,,,,,UAE,105050,3077,0.0293,1538.5,206,36.13,55580.46,,0.0669483262918427
2024-07-08,TikTok Ads,Shopping,,,,,,India,116739,4319,0.037,1468.46,306,31.92,46873.98,,0.0708497337346608
2024-07-08,Google Ads,Shopping,,,,,,USA,93623,6319,0.0675,7898.75,83,2.65,20925.73,,0.013134989713562273
2024-07-08,TikTok Ads,Video,,,,,,Germany,170011,10149,0.0597,5581.95,110,5.31,29617.76,,0.010838506256774067
2024-07-08,Meta Ads,Search,,,,,,India,22543,333,0.0148,496.17,12,1.29,642.18,,0.036036036036036036
2024-07-08,Meta Ads,Search,,,,,,UK,44612,811,0.0182,1622,23,0.62,1008.1,,0.028360049321824909
2024-07-08,Google Ads,Search,,,,,,Australia,188420,9364,0.0497,24814.6,324,2.77,68719.44,,0.034600598035027769
2024-07-09,Google Ads,Search,,,,,,UK,18601,706,0.038,1412,54,2.34,3302.39,,0.0764872521246459
2024-07-09,Meta Ads,Video,,,,,,Germany,76229,1562,0.0205,1577.62,30,2.72,4290.5,,0.019206145966709345
2024-07-10,Google Ads,Shopping,,,,,,USA,73734,1990,0.027,1631.8,143,10.39,16954.02,,0.071859296482412058
2024-07-10,Google Ads,Shopping,,,,,,UK,10704,489,0.0457,836.19,36,6.38,5339.04,,0.0736196319018405
2024-07-10,Meta Ads,Shopping,,,,,,India,134614,3190,0.0237,5678.2,188,7.35,41736.54,,0.058934169278996862
2024-07-10,Google Ads,Video,,,,,,USA,158514,4565,0.0288,9769.1,235,1.58,15388.32,,0.051478641840087623
2024-07-10,Google Ads,Search,,,,,,UK,59943,2163,0.0361,7116.27,114,0.67,4800.81,,0.052704576976421634
2024-07-11,TikTok Ads,Video,,,,,,Germany,180128,10555,0.0586,8866.2,707,22.62,200566.9,,0.0669824727617243
2024-07-11,Meta Ads,Video,,,,,,UK,194137,2640,0.0136,6362.4,49,1.05,6668.85,,0.018560606060606062
2024-07-11,Meta Ads,Shopping,,,,,,Canada,117200,1699,0.0145,3296.06,113,9.4,30970.48,,0.06650971159505592
2024-07-12,Meta Ads,Display,,,,,,India,12452,280,0.0225,344.4,18,13.75,4734.22,,0.064285714285714279
2024-07-12,Google Ads,Search,,,,,,Australia,146677,7597,0.0518,10787.74,186,3.33,35941.14,,0.024483348690272477
2024-07-12,TikTok Ads,Search,,,,,,India,95853,4658,0.0486,1443.98,92,18.92,27317.08,,0.0197509660798626
2024-07-12,TikTok Ads,Display,,,,,,UAE,36562,1257,0.0344,540.51,74,21.9,11838.52,,0.0588703261734288
2024-07-13,Google Ads,Shopping,,,,,,Australia,98375,1898,0.0193,6358.3,45,0.35,2253.91,,0.023709167544783982
2024-07-13,Meta Ads,Display,,,,,,India,140793,2886,0.0205,4386.72,141,2.76,12104.44,,0.048856548856548859
2024-07-14,TikTok Ads,Display,,,,,,Canada,113621,10112,0.089,10010.88,472,8.48,84899.73,,0.046677215189873417
2024-07-14,Google Ads,Search,,,,,,India,88807,4999,0.0563,11847.63,348,8.73,103474.34,,0.069613922784556914
2024-07-14,Meta Ads,Search,,,,,,Australia,165552,4337,0.0262,9628.14,132,2.23,21448.35,,0.030435785104911229
2024-07-14,Meta Ads,Shopping,,,,,,USA,111802,2247,0.0201,3707.55,163,1.66,6163.84,,0.072541165999109924
2024-07-14,Meta Ads,Shopping,,,,,,UK,161193,4916,0.0305,6734.92,377,13.57,91408.9,,0.076688364524003252
2024-07-14,Google Ads,Shopping,,,,,,Australia,116695,5799,0.0497,18150.87,372,3.09,56034.95,,0.064148991205380243
2024-07-14,TikTok Ads,Shopping,,,,,,Canada,62888,3307,0.0526,2017.27,55,6.39,12898.32,,0.016631387964922893
2024-07-14,Google Ads,Shopping,,,,,,USA,46846,2183,0.0466,7334.88,46,0.7,5098.84,,0.021071919377004124
2024-07-16,Meta Ads,Search,,,,,,UK,167002,3406,0.0204,6232.98,76,1.66,10328.31,,0.022313564298297124
2024-07-16,Google Ads,Video,,,,,,Canada,91901,3326,0.0362,8581.08,261,8.99,77117.41,,0.078472639807576669
2024-07-16,TikTok Ads,Video,,,,,,Australia,147658,6939,0.047,5967.54,282,6.63,39581.75,,0.040639861651534805
2024-07-16,Google Ads,Shopping,,,,,,UAE,163272,5551,0.034,12378.73,135,3.13,38753.89,,0.024319942352729239
2024-07-16,Meta Ads,Video,,,,,,USA,85989,997,0.0116,1684.93,37,2.89,4865.84,,0.037111334002006016
2024-07-17,Google Ads,Video,,,,,,Germany,113500,7604,0.067,9885.2,340,2.18,21520.64,,0.044713308784850081
2024-07-17,Meta Ads,Shopping,,,,,,India,152932,6591,0.0431,8238.75,200,1.72,14211.23,,0.030344409042633896
2024-07-17,Google Ads,Shopping,,,,,,UAE,99805,1936,0.0194,2710.4,112,10.83,29346.97,,0.057851239669421489
2024-07-17,TikTok Ads,Shopping,,,,,,UAE,177517,13917,0.0784,12664.47,671,2.9,36680.47,,0.04821441402601135
2024-07-18,Google Ads,Shopping,,,,,,USA,20797,846,0.0407,913.68,56,12.76,11660.97,,0.066193853427895979
2024-07-18,Google Ads,Shopping,,,,,,India,161904,4727,0.0292,7752.28,263,2.78,21545.93,,0.055637825259149565
2024-07-18,Meta Ads,Search,,,,,,UAE,18706,458,0.0245,201.52,35,36.37,7330.28,,0.076419213973799124
2024-07-19,Google Ads,Shopping,,,,,,India,52547,2806,0.0534,6032.9,47,2.2,13262.4,,0.016749821810406271
2024-07-19,Google Ads,Shopping,,,,,,India,23773,461,0.0194,737.6,5,0.87,642.97,,0.010845986984815618
2024-07-19,Google Ads,Display,,,,,,India,110848,3181,0.0287,7793.45,186,4.15,32321.78,,0.0584721785602012
2024-07-19,Meta Ads,Shopping,,,,,,India,194059,3434,0.0177,4670.24,193,1.6,7460.79,,0.056202679091438557
2024-07-19,Google Ads,Search,,,,,,UAE,176066,5264,0.0299,8317.12,119,3.39,28182.41,,0.022606382978723406
2024-07-19,Google Ads,Display,,,,,,USA,184810,7447,0.0403,23234.64,334,2.21,51289.24,,0.044850275278635693
2024-07-19,Meta Ads,Display,,,,,,India,140475,5043,0.0359,10287.72,327,9.38,96504.49,,0.064842355740630575
2024-07-19,TikTok Ads,Display,,,,,,UK,115304,3551,0.0308,5539.56,232,4,22178.1,,0.065333708814418467
2024-07-20,TikTok Ads,Shopping,,,,,,UAE,148573,8706,0.0586,15409.62,643,10.64,163989.09,,0.073857110039053528
2024-07-21,TikTok Ads,Display,,,,,,UAE,179039,14663,0.0819,19941.68,1151,14.13,281693.26,,0.0784968969515106
2024-07-21,TikTok Ads,Display,,,,,,India,21956,1611,0.0734,2271.51,79,4.2,9545.28,,0.049037864680322778
2024-07-21,Google Ads,Video,,,,,,Canada,157890,9204,0.0583,31017.48,321,0.33,10260.33,,0.0348761408083442
2024-07-21,TikTok Ads,Shopping,,,,,,UK,157973,12227,0.0774,6480.31,540,15.42,99930.16,,0.04416455385621984
2024-07-22,Meta Ads,Display,,,,,,UK,9909,170,0.0172,316.2,10,3.92,1238.47,,0.058823529411764705
2024-07-22,Google Ads,Display,,,,,,UK,166792,6071,0.0364,19123.65,323,1.23,23590.83,,0.053203755559215943
2024-07-22,Google Ads,Video,,,,,,USA,190826,12174,0.0638,21304.5,933,6.55,139478.01,,0.076638738294726463
2024-07-22,Meta Ads,Shopping,,,,,,UAE,133716,1617,0.0121,1374.45,48,2.6,3570.09,,0.029684601113172542
2024-07-22,Google Ads,Display,,,,,,Australia,12546,725,0.0578,1051.25,43,2.16,2269.78,,0.059310344827586209
2024-07-23,TikTok Ads,Video,,,,,,Canada,51557,2882,0.0559,3602.5,135,1.67,6028.08,,0.046842470506592647
2024-07-23,Google Ads,Display,,,,,,Australia,73683,3757,0.051,12473.24,131,2.7,33721.52,,0.0348682459409103
2024-07-23,Google Ads,Video,,,,,,UAE,28667,1338,0.0467,3880.2,24,0.88,3421.56,,0.017937219730941704
2024-07-24,Google Ads,Video,,,,,,UK,146656,5719,0.039,10008.25,357,6.22,62250.35,,0.062423500611995107
2024-07-24,TikTok Ads,Search,,,,,,Australia,132426,7309,0.0552,2338.88,171,10.32,24136.13,,0.023395813380763443
2024-07-24,Meta Ads,Search,,,,,,Canada,8970,306,0.0342,183.6,22,27.1,4976.05,,0.0718954248366013
2024-07-25,Meta Ads,Video,,,,,,Germany,93257,1930,0.0207,2547.6,102,10.51,26767.95,,0.05284974093264249
2024-07-25,TikTok Ads,Search,,,,,,UAE,41468,3354,0.0809,3722.94,81,1.4,5215.94,,0.024150268336314847
2024-07-25,Meta Ads,Display,,,,,,USA,174048,3846,0.0221,6692.04,75,2.74,18304.27,,0.019500780031201249
2024-07-25,Meta Ads,Shopping,,,,,,India,186775,2409,0.0129,1662.21,107,6.06,10079.71,,0.044416770444167704
2024-07-25,Meta Ads,Video,,,,,,Australia,62194,2039,0.0328,3751.76,129,6.36,23854.38,,0.06326630701324179
2024-07-25,Meta Ads,Search,,,,,,Germany,154381,1698,0.011,3141.3,70,6.29,19750.24,,0.041224970553592463
2024-07-25,Google Ads,Search,,,,,,Australia,93919,4968,0.0529,12668.4,308,5.23,66254.75,,0.061996779388083734
2024-07-26,TikTok Ads,Shopping,,,,,,UAE,21643,1142,0.0528,1176.26,81,16,18823.45,,0.070928196147110337
2024-07-26,TikTok Ads,Display,,,,,,Canada,73743,1991,0.027,3524.07,155,8.43,29721.14,,0.077850326469111
2024-07-26,Google Ads,Search,,,,,,UAE,70982,2548,0.0359,7338.24,117,4.37,32045.18,,0.045918367346938778
2024-07-26,Meta Ads,Search,,,,,,UK,29992,605,0.0202,369.05,35,14.39,5311.42,,0.057851239669421489
2024-07-26,Google Ads,Search,,,,,,Germany,108719,4207,0.0387,13462.4,121,1.56,21018.47,,0.028761587829807464
2024-07-27,Meta Ads,Display,,,,,,India,75269,2604,0.0346,2161.32,70,1.48,3191.14,,0.026881720430107527
2024-07-27,Meta Ads,Display,,,,,,UK,51365,873,0.017,611.1,19,4.35,2655.69,,0.021764032073310423
2024-07-27,Google Ads,Video,,,,,,UAE,190890,7616,0.0399,8834.56,141,2.91,25751.07,,0.018513655462184874
2024-07-27,Google Ads,Search,,,,,,UAE,85729,1757,0.0205,5306.14,90,4.07,21584.82,,0.051223676721684687
2024-07-28,Google Ads,Video,,,,,,USA,168623,6896,0.0409,9792.32,200,2.5,24436.96,,0.029002320185614848
2024-07-28,Google Ads,Video,,,,,,India,173678,11428,0.0658,24113.08,310,3.45,83080.36,,0.027126356317815892
2024-07-28,Google Ads,Search,,,,,,Australia,158535,3836,0.0242,8285.76,120,1.56,12930.51,,0.031282586027111578
2024-07-28,Meta Ads,Shopping,,,,,,Canada,99948,1389,0.0139,1444.56,67,3.45,4987.6,,0.0482361411087113
2024-07-28,Google Ads,Shopping,,,,,,Australia,79189,4315,0.0545,3969.8,197,5.54,21995.7,,0.045654692931633836
2024-07-28,Meta Ads,Video,,,,,,UAE,148088,4561,0.0308,6202.96,173,7.75,48056.97,,0.037930278447708833
2024-07-28,Google Ads,Display,,,,,,Canada,35702,999,0.028,1578.42,15,1.79,2820.45,,0.015015015015015015
2024-07-29,Meta Ads,Video,,,,,,India,24750,747,0.0302,888.93,48,1.96,1738.76,,0.0642570281124498
2024-07-29,Google Ads,Search,,,,,,Germany,135011,3496,0.0259,6607.44,254,10.51,69461.44,,0.072654462242562931
2024-07-29,Google Ads,Search,,,,,,Germany,63001,3181,0.0505,4707.88,94,0.71,3324.55,,0.029550455831499529
2024-07-30,Google Ads,Display,,,,,,India,44387,1886,0.0425,5299.66,112,3.04,16115.2,,0.059384941675503712
2024-07-30,Google Ads,Display,,,,,,Canada,50411,1320,0.0262,3537.6,49,3.64,12873.07,,0.037121212121212124
2024-07-31,Google Ads,Display,,,,,,India,80324,2337,0.0291,6987.63,50,1.78,12463.37,,0.021394950791613181
2024-07-31,TikTok Ads,Search,,,,,,India,29741,1287,0.0433,1583.01,55,3.8,6012.36,,0.042735042735042736
2024-07-31,Meta Ads,Search,,,,,,Germany,39754,1164,0.0293,1571.4,72,5.87,9221.61,,0.061855670103092786
2024-07-31,Meta Ads,Display,,,,,,UK,159301,6738,0.0423,14688.84,302,3.92,57570.61,,0.0448204214900564
2024-07-31,TikTok Ads,Video,,,,,,UAE,10156,474,0.0467,146.94,29,10.08,1480.61,,0.06118143459915612
2024-08-01,TikTok Ads,Search,,,,,,India,66169,2057,0.0311,3064.93,136,12.84,39364.99,,0.066115702479338845
2024-08-01,Google Ads,Display,,,,,,Canada,188490,6879,0.0365,19536.36,279,0.94,18268.77,,0.040558220671609246
2024-08-01,Meta Ads,Display,,,,,,USA,168947,4510,0.0267,8749.4,179,5.53,48341.14,,0.039689578713968957
2024-08-01,Google Ads,Shopping,,,,,,UAE,65186,1955,0.03,4418.3,89,3.03,13375.79,,0.045524296675191818
2024-08-01,TikTok Ads,Shopping,,,,,,UK,164852,6445,0.0391,10569.8,471,4.09,43233.91,,0.073079906904577191
2024-08-02,TikTok Ads,Shopping,,,,,,USA,50955,3892,0.0764,4942.84,224,12.34,60995.17,,0.057553956834532377
2024-08-02,Google Ads,Video,,,,,,Germany,33750,1410,0.0418,2693.1,106,2.11,5682.79,,0.075177304964539
2024-08-02,Meta Ads,Display,,,,,,Germany,163124,4273,0.0262,3888.43,239,18.4,71554.77,,0.055932600046805524
2024-08-02,Google Ads,Shopping,,,,,,UAE,98899,2185,0.0221,6904.6,171,6.64,45859.64,,0.0782608695652174
2024-08-02,Google Ads,Search,,,,,,USA,28553,850,0.0298,1751,51,7.43,13010.72,,0.06
2024-08-03,Meta Ads,Search,,,,,,USA,110603,2377,0.0215,1640.13,62,1.68,2761.12,,0.026083298275136727
2024-08-03,Google Ads,Video,,,,,,Canada,185948,5373,0.0289,3922.29,82,3.98,15594.76,,0.015261492648427322
2024-08-03,Google Ads,Search,,,,,,USA,151900,5270,0.0347,5849.7,291,8.13,47553.46,,0.055218216318785582
2024-08-03,TikTok Ads,Search,,,,,,India,40709,1314,0.0323,919.8,90,17.48,16081.05,,0.0684931506849315
2024-08-04,Google Ads,Display,,,,,,Canada,144494,8409,0.0582,25563.36,93,0.79,20233.22,,0.011059579022475919
2024-08-04,Google Ads,Video,,,,,,Australia,39001,1450,0.0372,3799,18,1.38,5256.07,,0.012413793103448275
2024-08-04,Google Ads,Display,,,,,,USA,24359,1461,0.06,3418.74,35,1.2,4110.39,,0.023956194387405885
2024-08-04,Meta Ads,Search,,,,,,Canada,194287,5032,0.0259,4277.2,338,7.7,32920.35,,0.067170111287758349
2024-08-04,Google Ads,Shopping,,,,,,UK,158627,7725,0.0487,22248,299,3,66700.13,,0.03870550161812298
2024-08-04,Google Ads,Shopping,,,,,,USA,63959,2014,0.0315,4591.92,150,8.23,37769.59,,0.074478649453823237
2024-08-04,Meta Ads,Shopping,,,,,,Canada,58968,1715,0.0291,2555.35,127,5.22,13332.87,,0.074052478134110783
2024-08-04,TikTok Ads,Video,,,,,,UAE,120152,4613,0.0384,4474.61,108,6.08,27205.77,,0.023412096249729026
2024-08-05,Meta Ads,Video,,,,,,USA,46548,1047,0.0225,1622.85,28,4.81,7800.92,,0.026743075453677174
2024-08-05,Google Ads,Display,,,,,,Canada,71151,4368,0.0614,14108.64,202,3.64,51341.85,,0.046245421245421248
2024-08-06,Meta Ads,Video,,,,,,Canada,70133,2293,0.0327,2384.72,75,5.98,14249.95,,0.03270824247710423
2024-08-06,Google Ads,Shopping,,,,,,India,146788,6003,0.0409,14527.26,476,7.19,104420.05,,0.079293686490088292
2024-08-06,Meta Ads,Display,,,,,,USA,131155,4052,0.0309,5024.48,209,3.18,15982.2,,0.051579466929911152
2024-08-06,Google Ads,Display,,,,,,USA,54158,3374,0.0623,2732.94,55,2.14,5839.17,,0.016301126259632485
2024-08-07,TikTok Ads,Video,,,,,,UAE,41307,1367,0.0331,779.19,92,7.97,6211.99,,0.067300658376005851
2024-08-07,Meta Ads,Search,,,,,,UAE,96360,3247,0.0337,1396.21,211,36.22,50567.51,,0.064983061287342159
2024-08-07,Google Ads,Display,,,,,,India,90550,3966,0.0438,10946.16,207,0.73,7960.57,,0.052193645990922848
2024-08-07,TikTok Ads,Display,,,,,,UK,68642,3363,0.049,1244.31,37,7.14,8887.57,,0.011002081474873625
2024-08-08,TikTok Ads,Search,,,,,,Germany,43635,2469,0.0566,2987.49,133,6.58,19667.27,,0.053867962737950588
2024-08-08,Meta Ads,Search,,,,,,India,164074,6152,0.0375,5844.4,360,8.08,47241.24,,0.058517555266579972
2024-08-08,Meta Ads,Search,,,,,,India,8626,242,0.0281,273.46,18,11.02,3013.54,,0.0743801652892562
2024-08-08,Meta Ads,Search,,,,,,UAE,8188,272,0.0333,315.52,14,11.87,3745.84,,0.051470588235294115
2024-08-09,Meta Ads,Shopping,,,,,,India,25704,616,0.024,616,18,3.87,2381.36,,0.02922077922077922
2024-08-09,TikTok Ads,Video,,,,,,UK,122408,6671,0.0545,7805.07,293,8.61,67215.82,,0.043921451056813068
2024-08-09,Google Ads,Display,,,,,,UAE,90374,2349,0.026,2278.53,69,2.42,5506.03,,0.029374201787994891
2024-08-10,Meta Ads,Shopping,,,,,,Germany,21389,941,0.044,752.8,46,11.26,8479.43,,0.048884165781083955
2024-08-10,Google Ads,Display,,,,,,Australia,24464,511,0.0209,572.32,20,10.35,5921.83,,0.039138943248532287
2024-08-10,TikTok Ads,Display,,,,,,India,72293,4532,0.0627,8202.92,169,4.28,35145.36,,0.037290379523389233
2024-08-10,Meta Ads,Search,,,,,,UK,29055,912,0.0314,1340.64,41,4.78,6404.23,,0.044956140350877194
2024-08-11,Meta Ads,Video,,,,,,UK,46743,1523,0.0326,1218.4,51,4.78,5825.03,,0.0334865397242285
2024-08-11,TikTok Ads,Search,,,,,,Australia,164599,11209,0.0681,4595.69,653,29.03,133415.01,,0.058256757962351684
2024-08-11,TikTok Ads,Search,,,,,,Germany,101411,9370,0.0924,7589.7,523,3.51,26633.21,,0.05581643543223052
2024-08-11,Meta Ads,Search,,,,,,Germany,26491,423,0.016,401.85,28,8.01,3219.77,,0.066193853427895979
2024-08-11,Meta Ads,Search,,,,,,UK,123372,3355,0.0272,7716.5,224,7.43,57352.38,,0.06676602086438152
2024-08-11,TikTok Ads,Display,,,,,,USA,68474,4923,0.0719,2313.81,198,14.08,32574.4,,0.040219378427787937
2024-08-12,Meta Ads,Search,,,,,,USA,16246,448,0.0276,891.52,8,2.19,1955.09,,0.017857142857142856
2024-08-12,Google Ads,Video,,,,,,USA,116789,6586,0.0564,17716.34,220,1.94,34309.56,,0.033404190707561496
2024-08-12,Google Ads,Shopping,,,,,,Germany,13947,718,0.0515,1120.08,44,10.59,11863.61,,0.061281337047353758
2024-08-12,TikTok Ads,Video,,,,,,Australia,12838,784,0.0611,329.28,56,8.77,2887.05,,0.071428571428571425
2024-08-13,TikTok Ads,Video,,,,,,India,13597,747,0.055,1426.77,25,3.98,5673.88,,0.033467202141900937
2024-08-13,TikTok Ads,Video,,,,,,UK,191894,7138,0.0372,5496.26,380,15.49,85112.1,,0.053236200616419163
2024-08-13,TikTok Ads,Video,,,,,,Canada,184476,8854,0.048,3098.9,198,18.14,56216.92,,0.022362773887508472
2024-08-13,Meta Ads,Shopping,,,,,,USA,177905,5532,0.0311,5421.36,370,2.71,14673.05,,0.06688358640636298
2024-08-13,Meta Ads,Shopping,,,,,,Canada,107300,2693,0.0251,1535.01,153,11.81,18121.16,,0.056813962124025251
